10percentage,12percentage,Degree,Specialization,collegeGPA,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,GPA_Quant_Interaction,10_12_Percentage_Interaction,GPA_Category
-0.09775561651547428,0.9573669930519358,-0.24762186861531585,-0.0755708146155295,-1.2115229091871582,-0.2238056949364516,-0.3261444564585175,-0.112787744206956,0.8842607794798643,-1.7401859266462945,1.860468099716573,-0.5781122052706271,-0.23712244719681028,-0.21314187635690374,2.0545827405238968,-0.07708088483847184,0.49132303868004484,-0.3248010335665755,1.5839514974025048,-0.0785005806048223,-0.19706089929462328,-0.590578685200993,0.4704559674782324,1.2501628943150354
0.3812132856116635,0.019335114950834235,-0.24762186861531585,-1.7171874260829971,-0.9145042634191758,0.6292655753195379,-0.08987056743782186,-1.284532502519502,-0.9434716897589874,-0.1783374668621153,-0.6320865638804787,-0.5781122052706271,-0.23712244719681028,-0.21314187635690374,-0.3273404043772483,-0.07708088483847184,-1.5111865356022225,-1.0099382858595787,-1.1547336013840122,0.272890555412807,0.286799690195799,-1.3586327135448601,0.1616452818402399,1.2501628943150354
-0.15211397157487117,1.1907220227073723,-0.24762186861531585,1.4292444125629824,0.1993156582107598,0.013158546801323256,0.618951099624265,-0.6568120962806381,0.6168713118062388,0.8628948396606709,-0.6320865638804787,1.785046217816706,-0.23712244719681028,-0.21314187635690374,-0.3273404043772483,-0.07708088483847184,-0.17544926133729377,-0.6875142977191284,0.13824025539810866,0.7354929030509182,0.00019984324504665322,-0.5014532638432746,0.5760584848584583,-0.8027002190274134
-2.182860066246675,-0.16513526422342367,-0.24762186861531585,-0.8963791203492633,-0.18706029200437094,-0.08162714989378668,-1.0940345957757782,0.3475405537015442,0.20824685697478412,0.1687399686454801,-0.6320865638804787,1.617790712986324,-0.23712244719681028,-0.21314187635690374,-0.3273404043772483,-0.07708088483847184,-0.7480362364642908,-0.6875142977191284,-0.3451311126594848,1.6202770987835295,0.7827082960525159,0.19270818852333388,-1.2464930617487258,-0.8027002190274134
-0.13160138476000416,0.019335114950834235,-0.24762186861531585,-0.0755708146155295,-1.2039715876845822,1.5771225422706372,1.5049781834518734,-0.2801798525373197,-1.1812712278370787,0.2679049502190788,0.988073967457605,-0.5781122052706271,-0.23712244719681028,-0.21314187635690374,-0.3273404043772483,-0.07708088483847184,1.6854334910728301,0.4091883381416473,0.9438592021607645,-0.27561781690901127,0.9783354092543832,-0.7095404221715665,-0.10384083120443689,1.2501628943150354
0.299162938352197,0.4712875439277666,-0.24762186861531585,1.5660457968519381,-0.4903717056911663,-1.076876965192441,0.7370880441346127,1.05895701410559,-1.875249921807357,0.7141473673002728,-0.6320865638804787,1.450535208155942,-0.23712244719681028,-0.21314187635690374,-0.3273404043772483,-0.07708088483847184,0.6833813678479689,0.5919721107851099,-0.022883533954422528,-0.7812230295031146,0.7827082960525159,0.6256347015037479,0.400851809508335,1.2501628943150354
0.8324901955387317,1.0523692383266787,-0.24762186861531585,0.06123056967342613,1.237622364814936,2.003658177398632,1.5049781834518734,1.9377655828399993,-0.7415981204956521,0.6645648765134735,1.187478340545369,-0.5781122052706271,-0.23712244719681028,-0.21314187635690374,1.761422968843756,-0.07708088483847184,1.2559683429749657,0.9575396560720351,0.7827354128082332,-1.034075488414305,0.7827082960525159,2.337028653920341,1.0803546663090833,-0.8027002190274134
0.7914650219089977,1.3106277691706396,-0.24762186861531585,-0.8963791203492633,0.2937071769929577,0.1079442434964332,0.7961565163897867,0.8497168786926353,1.31670337609064,0.36706993179267744,-0.6320865638804787,2.281417393442356,-0.23712244719681028,-0.21314187635690374,-0.3273404043772483,-0.07708088483847184,1.2559683429749657,-0.13916297978874054,0.6216116234557021,-1.1604020126416228,0.7827082960525159,0.8391158015306721,1.2264215858914236,-0.8027002190274134
-1.2444092194665224,-1.9176038663788737,-0.24762186861531585,-0.8963791203492633,-0.700550154179527,-1.4086269036253258,-0.08987056743782186,-1.9959489629235476,0.7802410699415196,0.7141473673002728,-0.6320865638804787,-0.5781122052706271,-0.23712244719681028,-0.21314187635690374,-0.3273404043772483,-0.07708088483847184,-0.20186101911077578,-0.3248010335665755,-0.5460903216307289,-1.0158294316395622,-1.3262050772170921,-1.849299479366699,-1.663412453674086,1.2501628943150354
0.10326773427022028,-0.5645136351356919,-0.24762186861531585,-0.8963791203492633,0.5580034295831109,0.34490848523420803,0.028266377072525935,0.6404767432796806,-0.6822023422356445,1.011642312021069,-0.6320865638804787,1.288675042191056,-0.23712244719681028,-0.21314187635690374,-0.3273404043772483,-0.07708088483847184,0.25391621975010453,0.5919721107851099,0.2993640447506398,0.10356116622949693,1.5653188506935978,0.7803085611335462,-0.33757884051788817,-0.8027002190274134
-1.8751712640236744,-2.2865446247273895,-0.24762186861531585,-0.8963791203492633,-0.20468004217704797,-2.5460552639666454,-1.9209932073482128,-0.7405081504458199,-1.3958828011317452,-0.277502448435714,-0.6320865638804787,-0.5781122052706271,-0.23712244719681028,-0.21314187635690374,-0.3273404043772483,-0.07708088483847184,-1.893210186718285,-2.698135796797217,-0.3451311126594848,-0.022865063226098235,-0.5867835981941679,-0.7091273947306502,-2.068438067735045,1.2501628943150354
-0.029038450685670632,0.019335114950834235,-0.24762186861531585,1.9764499497188048,0.18043735445431952,1.1505869071426427,0.618951099624265,0.431236607866726,-1.6511850320411543,-1.7401859266462945,-0.6320865638804787,-0.5781122052706271,2.442829446731729,-0.21314187635690374,-0.3273404043772483,-0.07708088483847184,1.6854334910728301,-0.32194675243220316,-0.022883533954422528,-1.5395809957801312,0.3914540696487812,0.4253016416793246,-0.05074360859550153,-0.8027002190274134
-0.6649286419465389,-0.6078641742416424,-0.24762186861531585,0.06123056967342613,0.6209311087712428,1.0084083620999778,1.0324304054104823,0.5567806891144989,-1.875249921807357,0.6645648765134735,-0.6320865638804787,-0.5781122052706271,-0.23712244719681028,-0.21314187635690374,-0.3273404043772483,-0.07708088483847184,-0.17544926133729377,-1.0530818430060536,-0.8285024807170782,0.35631391991240996,-1.9562754924408516,0.73433467336489,-0.7256022283253886,-0.8027002190274134
0.6889020878346641,0.5727462524736079,-0.24762186861531585,-0.8963791203492633,0.6461021804464959,-0.5081627850217815,0.32360873834839543,-0.6568120962806381,0.20824685697478412,0.5158174041530755,-0.6320865638804787,1.617790712986324,-0.23712244719681028,-0.21314187635690374,-0.3273404043772483,-0.07708088483847184,1.6854334910728301,0.7747558834285725,1.7494781489234201,0.35631391991240996,0.9783354092543832,-0.3478463917691768,0.6819980634078064,-0.8027002190274134
-1.7018399054380509,-1.3033175037285953,4.217000422518829,-1.1699818889271745,0.7467864671475066,-0.6503413300644464,1.209635822176004,0.012756337040816777,-0.6822023422356445,1.1108072935946676,-0.6320865638804787,1.288675042191056,-0.23712244719681028,-0.21314187635690374,-0.3273404043772483,-0.07708088483847184,0.5402595408188361,0.22640456549818475,0.6216116234557021,0.6091663788236003,-0.9780378245979024,0.29647641606020264,-1.543047846464124,-0.8027002190274134
0.6889020878346641,0.6649814420607368,-0.24762186861531585,0.06123056967342613,1.1872802214644298,2.098443874093742,0.2645402660932215,1.4355892578489082,0.44862690289917373,0.5653998949398749,1.6486009533108237,-0.5781122052706271,-0.23712244719681028,-0.21314187635690374,3.2730280415694826,-0.07708088483847184,0.9697246889167004,0.043620792854722104,0.6216116234557021,0.4827401493680051,-0.9780378245979024,1.8295949407946388,0.7421749156979331,-0.8027002190274134
0.18942059889265933,-0.5183960403421274,-0.24762186861531585,-0.7595777360603077,-1.4128914825891796,0.7714441203622028,-0.7396237622447348,-1.1171403941891382,1.460070973622267,0.6149823857266742,-0.6320865638804787,2.783183907933502,-0.23712244719681028,-0.21314187635690374,-0.3273404043772483,-0.07708088483847184,-0.6049144094351581,-0.870298070362591,0.46048783410317096,-0.14929129268169342,-0.19542726995682064,-1.3820966057835795,-0.26837701790277285,1.2501628943150354
0.4324947526488303,0.9416870108221237,-0.24762186861531585,1.4292444125629824,0.4321480712068471,0.34490848523420803,-0.20800751194816966,0.09645239120599863,0.13267014708223093,0.4166524225794768,-0.6320865638804787,-0.5781122052706271,-0.23712244719681028,-0.21314187635690374,-0.3273404043772483,-0.07708088483847184,0.11079439272097179,-2.332568251510292,-0.6673786913645472,0.8619191325065134,0.7827082960525159,0.24238948927354836,0.7722633418429965,-0.8027002190274134
